OID_,Point_ID,long,lat,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
20774,54942740,25.44073188,46.6690732,0,0,0,4.4,4.92,11.65,20.8,0,6.4,2.2,50.4,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20775,54961762,23.36001859,38.01123536,0,0,0,7.6,7.92,27,24.1,460,81.4,2.1,636,B81,U111,EL,EL3,EL30,EL306,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
20776,54961780,23.39199518,38.17175292,43,19,38,7.5,7.88,16.65,17.1,234,6.2,1.8,404.7,F40,U111,EL,EL3,EL30,EL306,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
20777,54961790,23.40985276,38.26090825,0,0,0,7.8,8.1,22.2,17,162,35.7,1.3,663.2,F40,U111,EL,EL6,EL64,EL641,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
20778,54962100,23.99823908,41.01740331,0,0,0,7.4,7.84,26.7,26.1,0,9.5,1.2,148.4,B31,U111,EL,EL5,EL52,EL526,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20779,54962244,24.29638351,42.29313719,0,0,0,5.7,5.84,14.54,7.4,0,21.6,1,120.6,B11,U111,BG,BG4,BG42,BG423,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20780,54962302,24.42133037,42.80615207,3,87,10,5.6,6.07,3.11,6.8,0,0,0.6,50.8,D20,U410,BG,BG3,BG31,BG315,Shrubland,Shrubland without tree cover,Abandoned areas
20781,54962474,24.80942355,44.32476676,0,0,0,4.9,5.33,15.38,12.2,0,14.7,1.2,119.1,B11,U111,RO,RO4,RO41,RO414,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20782,54962640,25.21079366,45.7865585,0,0,0,5.5,5.97,3.51,8.7,0,0,1.1,209.3,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20783,54962680,25.31173807,46.13823545,0,0,0,7,7.26,57.1,42.4,16,54.8,4.8,810.7,B52,U111,RO,RO1,RO12,RO122,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
20784,54962694,25.34747331,46.26127086,0,0,0,7,7.45,19.27,23.2,10,0,2.9,168.7,E10,U112,RO,RO1,RO12,RO124,Grassland,Grassland with sparse tree/shrub cover,Fallow land
20785,54962784,25.58235459,47.05157464,19,19,62,4,4.16,30.3,33.3,1,15.1,2.8,49.2,C21,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated coniferous woodland,Forestry
20786,54962816,25.6680767,47.332305,11,40,49,5.2,5.43,30,19.2,1,4.7,2.5,21.3,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20787,54982278,24.39324191,42.59049045,0,0,0,4.3,4.6,26.4,25.7,0,7.8,2.4,106.4,E10,U111,BG,BG4,BG41,BG412,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20788,54982458,24.79675948,44.18012522,0,0,0,5.6,5.96,14.37,24.5,0,14.6,1.9,238.2,B11,U111,RO,RO4,RO41,RO414,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20789,54982512,24.92367286,44.65614447,0,0,0,4.7,5.04,15.48,16.2,0,14.2,1.5,150.3,B16,U111,RO,RO3,RO31,RO311,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20790,54982632,25.21604494,45.71253526,0,0,0,4.3,4.58,34.2,27.4,1,13.5,3,128.3,E10,U420,RO,RO1,RO12,RO122,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use
20791,55001760,23.4012194,37.98707226,0,0,0,7.7,8.04,20.1,29.5,492,7.7,2.7,366.6,C22,U420,EL,EL3,EL30,EL306,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
20792,55002216,24.28459494,42.03850042,0,0,0,5.3,5.52,52.8,25.6,1,37.6,2.1,383.1,C10,U120,BG,BG4,BG42,BG423,Woodland,Broadleaved woodland,Forestry
20793,55002378,24.63810456,43.47067177,0,0,0,6.2,6.46,7.25,16.1,1,24.3,1.7,158.3,B15,U111,BG,BG3,BG31,BG314,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
20794,55002414,24.71982819,43.7884365,0,0,0,7,7.16,23.2,21,1,11.8,2.7,550.1,E30,U112,RO,RO4,RO41,RO414,Grassland,Spontaneously re-vegetated surfaces,Fallow land
20795,55002526,24.98187335,44.77589496,0,0,0,4.9,5.3,24.6,19.3,0,8.5,2,86.7,E20,U111,RO,RO3,RO31,RO311,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20796,55002594,25.14696583,45.3745827,13,39,48,4.1,4.39,20.7,38.6,1,9.1,2.7,29.9,E10,U111,RO,RO3,RO31,RO311,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20797,55002666,25.32694775,46.00779705,0,0,0,6.2,6.52,13.88,14.5,0,7.7,1.7,144.3,E30,U112,RO,RO1,RO12,RO122,Grassland,Spontaneously re-vegetated surfaces,Fallow land
20798,55002684,25.37280114,46.16598976,0,0,0,5.3,5.77,9.7,16.1,0,5.6,2.1,268.4,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20799,55002814,25.7146035,47.30717478,13,29,57,3.7,3.96,23.4,64.1,1,19.9,6,72.5,C21,U120,RO,RO2,RO21,RO215,Woodland,Spruce dominated coniferous woodland,Forestry
20800,55021774,23.44853853,38.10873711,0,0,0,7.5,7.62,20,54.3,146,6.9,5,328.8,D10,U420,EL,EL3,EL30,EL306,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
20801,55021800,23.49522347,38.3404951,0,0,0,8,8.45,19.26,9.4,241,33.8,0.8,297.8,B82,U111,EL,EL6,EL64,EL641,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
20802,55021804,23.50244602,38.37614113,52,16,32,7.6,8.05,18.89,13.3,251,11.9,1.3,515.3,B55,U111,EL,EL6,EL64,EL641,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
20803,55022182,24.2368804,41.7340623,10,55,35,4.7,4.96,44.7,58.9,1,18.6,3.3,282.8,C21,U120,BG,BG4,BG42,BG423,Woodland,Spruce dominated coniferous woodland,Forestry
20804,55022422,24.76260716,43.85549087,0,0,0,5.2,5.45,14.68,10.2,0,7.5,1.2,107.9,B52,U111,RO,RO3,RO31,RO317,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
20805,55022506,24.95895215,44.5961002,0,0,0,4.9,5.27,16.71,18.3,0,6.5,1.9,128.9,E20,U111,RO,RO3,RO31,RO311,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20806,55022628,25.25649615,45.6700181,0,0,0,3.5,3.95,9.59,41.7,0,14.6,2.8,124.9,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
20807,55022632,25.26650996,45.70519393,11,34,55,3.9,4.08,44.6,46.5,1,29.2,4.5,113.5,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
20808,55022746,25.55912458,46.70678237,0,0,0,5,5.42,15.73,22.7,0,7.6,2.3,123.2,B15,U111,RO,RO1,RO12,RO124,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
20809,55041806,23.52855683,38.39076527,0,0,0,7.8,8.25,15.52,11.9,378,4.2,1.1,144,C22,U420,EL,EL6,EL64,EL642,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
20810,55042104,24.09986409,41.03949828,17,40,43,7.5,7.93,19.71,9,96,6.9,1.2,111.9,B16,U111,EL,EL5,EL51,EL514,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20811,55042608,25.23181415,45.4904428,17,29,54,4.5,4.74,41.8,38.9,0,10.6,3.8,55.1,E10,U120,RO,RO3,RO31,RO311,Grassland,Grassland with sparse tree/shrub cover,Forestry
20812,55042662,25.36749585,45.9652423,0,0,0,4.9,5.12,44.9,17.1,0,22.5,2,108.7,B11,U111,RO,RO1,RO12,RO122,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20813,55042670,25.38786002,46.03554888,0,0,0,5.7,6.16,13.87,17.3,0,4.9,2.1,151,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20814,55042738,25.56376808,46.63279946,0,0,0,4.8,5.05,51.6,44.7,0,12.1,4.7,189.7,D20,U420,RO,RO1,RO12,RO124,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
20815,55042756,25.61119016,46.7907887,12,39,49,4.7,4.85,77.5,63.2,1,48,5.6,562.9,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20816,55042846,25.85388082,47.58006475,0,0,0,4.1,4.33,31.9,20.1,0,17.1,2.6,62.1,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20817,55042860,25.89248926,47.70274042,0,0,0,5.5,5.83,18.84,19.7,0,13.6,2.1,100.7,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20818,55042886,25.96481868,47.93049458,0,0,0,4.8,5.01,28.7,32.9,0,13.7,2.9,149.5,B16,U111,RO,RO2,RO21,RO215,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20819,55061782,23.50770829,38.17368049,0,0,0,7,7.23,62.6,106.3,11,9.8,6.2,417.9,C22,U120,EL,EL6,EL64,EL641,Woodland,Pine dominated coniferous woodland,Forestry
20820,55061800,23.54017853,38.3340998,0,0,0,7.7,7.98,26.6,11.8,107,5.3,1.5,231.6,B81,U111,EL,EL6,EL64,EL641,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
20821,55062172,24.26325139,41.63870467,6,76,18,4.6,5.38,3.3,6.3,0,0,0.5,97.4,C22,U120,BG,BG4,BG42,BG424,Woodland,Pine dominated coniferous woodland,Forestry
20822,55062178,24.2757837,41.69184055,10,65,25,4.6,5.15,6.46,17.8,0,5.6,1.4,169.7,C21,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated coniferous woodland,Forestry
20823,55062222,24.36859437,42.08134757,0,0,0,6.7,6.94,9.78,4,1,40.6,0.6,45.1,B19,U111,BG,BG4,BG42,BG423,Cropland,Other cereals,Agriculture (excluding fallow land and kitchen gardens)
20824,55062268,24.46736003,42.48826674,15,57,29,4,4.43,6.51,11.8,0,7.6,1,52.7,C10,U120,BG,BG4,BG42,BG421,Woodland,Broadleaved woodland,Forestry
20825,55062358,24.66589952,43.28355316,0,0,0,5.1,5.69,4.96,14.1,0,21.8,1.4,164.3,B12,U111,BG,BG3,BG31,BG314,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
20826,55062600,25.23707571,45.41640429,0,0,0,6.6,6.76,39.7,28.8,1,104.1,3.1,125.2,E20,U111,RO,RO3,RO31,RO311,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20827,55062712,25.52144536,46.40077238,21,13,65,4,4.23,47.3,87.6,0,22.8,6.8,337,C31,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated mixed woodland,Forestry
20828,55062726,25.55794703,46.52369685,12,35,53,3.5,4.08,40,165.4,1,38.1,10.7,218.4,C21,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated coniferous woodland,Forestry
20829,55062852,25.89650351,47.62879888,0,0,0,5.5,5.76,21.1,22.7,0,7.8,2.6,168.5,E10,U120,RO,RO2,RO21,RO215,Grassland,Grassland with sparse tree/shrub cover,Forestry
20830,55082224,24.39662249,42.09561297,21,29,50,7.1,7.59,18.92,30.8,77,0,2.9,219.5,E10,U111,BG,BG4,BG42,BG423,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20831,55082228,24.40515965,42.13100564,0,0,0,7.3,7.53,23.5,25.2,738,7.9,4.4,166.6,D10,U420,BG,BG4,BG42,BG423,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
20832,55082264,24.48260411,42.44943787,0,0,0,5.4,5.9,8.44,5.2,0,4.7,0.7,50.7,E20,U420,BG,BG4,BG42,BG421,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
20833,55082480,24.97143176,44.35621515,0,0,0,6.1,6.57,9.75,14.1,1,16.2,1.4,271.1,B32,U111,RO,RO3,RO31,RO317,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
20834,55082494,25.00461569,44.47957842,0,0,0,5.4,5.81,10.82,13.7,0,17,1.4,225.9,B11,U111,RO,RO3,RO31,RO311,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20835,55082512,25.04756174,44.63814844,0,0,0,4.4,4.84,14.09,13.6,0,16.9,1.4,77.8,B11,U111,RO,RO3,RO31,RO311,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20836,55082530,25.0908269,44.79667361,0,0,0,6,6.32,25.7,9,1,37.4,1.2,146.1,E30,U111,RO,RO3,RO31,RO311,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
20837,55082602,25.26714492,45.43032638,23,22,55,6.4,6.46,88.6,61.1,5,17.6,5.3,249.8,C31,U120,RO,RO1,RO12,RO122,Woodland,Spruce dominated mixed woodland,Forestry
20838,55082606,25.27709594,45.46550832,17,32,51,4.7,5.08,32.3,74.1,1,21.9,5.6,81.6,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
20839,55082866,25.9614315,47.74759092,0,0,0,4.4,4.74,20.7,21.3,0,8.2,2.2,68.4,E30,U112,RO,RO2,RO21,RO215,Grassland,Spontaneously re-vegetated surfaces,Fallow land
20840,55082890,26.02854523,47.9577721,0,0,0,4.8,5.09,18.22,19,0,48.3,2,141.2,B52,U111,RO,RO2,RO21,RO215,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
20841,55102078,24.11729329,40.79886512,0,0,0,7.1,7.51,23.9,42.3,183,14.3,2.7,109.5,D10,U111,EL,EL5,EL51,EL515,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
20842,55102172,24.3104519,41.63189317,6,64,30,5.3,5.63,15.75,12.3,0,0,1.4,47,E10,U111,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20843,55102178,24.32302305,41.6850222,29,21,50,6.1,6.35,10.3,65.5,2,0,4.1,141.9,C22,U120,BG,BG4,BG42,BG424,Woodland,Pine dominated coniferous woodland,Forestry
20844,55102204,24.37784097,41.91518869,10,52,37,5.9,6.24,6.49,16.4,0,6.1,1.2,127.8,C32,U120,BG,BG4,BG42,BG423,Woodland,Pine dominated mixed woodland,Forestry
20845,55102340,24.67393883,43.1175766,0,0,0,7.6,8.05,17.92,7,443,11.4,1.8,187.2,B16,U111,BG,BG3,BG31,BG315,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20846,55102384,24.77322643,43.50602759,0,0,0,7.2,7.45,21.4,15.2,6,14.7,1.9,161.8,B11,U111,BG,BG3,BG31,BG314,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20847,55102394,24.79603817,43.59427415,0,0,0,7.7,8.14,24.5,17.3,165,7.6,1.7,159.5,B31,U111,BG,BG3,BG31,BG314,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20848,55102412,24.83733229,43.75308278,0,0,0,7.4,7.67,19.58,16.7,5,25.6,2.1,344.4,B31,U111,RO,RO3,RO31,RO317,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20849,55102640,25.38760439,45.76076244,0,0,0,4.2,4.54,32.3,17.7,0,12.3,2.2,108.5,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20850,55102694,25.5257538,46.23521102,0,0,0,7.3,7.51,56.6,33.6,84,12.1,2.7,127.2,C10,U120,RO,RO1,RO12,RO124,Woodland,Broadleaved woodland,Forestry
20851,55102708,25.56208771,46.35815033,0,0,0,4.7,4.98,48.5,69.9,0,15.7,6.4,114.5,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20852,55102808,25.82801978,47.23549829,16,32,52,4,4.18,68.8,101.8,1,29.8,5.9,166.1,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
20853,55121774,23.56054551,38.0927732,0,0,0,7.8,8.3,15,17.5,361,10.9,0.7,239.7,E30,U410,EL,EL3,EL30,EL306,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas
20854,55121832,23.66613709,38.60948889,0,0,0,7.1,7.35,16.85,13.1,2,10.9,1.5,399.9,B74,U111,EL,EL6,EL64,EL642,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
20855,55122164,24.31730718,41.55763696,7,62,31,4.7,5.06,15.5,17.6,0,0,1.9,97.6,E10,U111,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20856,55122864,26.00816297,47.72233388,0,0,0,7.1,7.42,23.5,11.3,5,39.1,1.2,154.3,C10,U120,RO,RO2,RO21,RO215,Woodland,Broadleaved woodland,Forestry
20857,55122872,26.03050375,47.79239318,0,0,0,4.9,5.17,22.1,19.5,0,31,2.2,321.2,B21,U111,RO,RO2,RO21,RO215,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
20858,55141798,23.6264252,38.30342804,0,0,0,7.8,8.14,36.3,15.7,196,21.1,1.6,429.6,B51,U111,EL,EL6,EL64,EL641,Cropland,Clovers,Agriculture (excluding fallow land and kitchen gardens)
20859,55142108,24.22495757,41.05810173,16,50,34,6.8,7.16,8.53,6.5,1,44.9,0.9,234.1,E30,U112,EL,EL5,EL51,EL514,Grassland,Spontaneously re-vegetated surfaces,Fallow land
20860,55142186,24.38711258,41.7490031,0,0,0,5.5,6.1,3.69,8.6,0,4.1,0.7,192.8,C10,U120,BG,BG4,BG42,BG424,Woodland,Broadleaved woodland,Forestry
20861,55142320,24.67755786,42.93390993,0,0,0,7.2,7.37,18.13,23,35,13.8,2.6,173.3,E30,U420,BG,BG3,BG31,BG315,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
20862,55142348,24.74022634,43.18118162,0,0,0,6.9,7.12,24,16.3,3,110.4,1.9,616.3,B31,U111,BG,BG3,BG31,BG315,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20863,55142474,25.0311532,44.2925432,0,0,0,5,5.55,9.1,17.7,0,11.5,1.6,249.2,B11,U111,RO,RO3,RO31,RO317,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20864,55142600,25.33745741,45.40168978,7,51,42,5.3,5.7,39.1,124.7,1,22.9,8.2,95.8,C31,U120,RO,RO1,RO12,RO122,Woodland,Spruce dominated mixed woodland,Forestry
20865,55142622,25.39259921,45.59512392,0,0,0,5.1,5.58,6.82,18.4,0,0,2,273,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20866,55142626,25.40267957,45.63028654,0,0,0,4,4.59,6.53,30.9,0,18.1,2.5,69.9,C33,U120,RO,RO1,RO12,RO122,Woodland,Other mixed woodland,Forestry
20867,55142632,25.4178318,45.6830263,0,0,0,4,4.55,11.78,24.5,0,10.1,1.6,58.8,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
20868,55142712,25.62355877,46.3857451,12,29,59,3.6,3.88,40.9,137.9,1,25.8,8.2,117,C21,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated coniferous woodland,Forestry
20869,55142802,25.86351309,47.17523936,0,0,0,7.4,7.84,21.4,16.5,73,6.8,1.1,77.7,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
20870,55162128,24.28951855,41.23193913,5,63,31,5.2,5.53,13.14,15.5,0,10.4,1.4,76,C10,U120,EL,EL5,EL51,EL514,Woodland,Broadleaved woodland,Forestry
20871,55162612,25.39260531,45.50350592,0,0,0,6.7,7.03,17.52,11.9,1,5.2,1.5,66.4,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
20872,55162614,25.39762996,45.52108891,0,0,0,4.8,5.1,21.2,14.3,0,6.3,1.8,72.1,B53,U111,RO,RO1,RO12,RO122,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
20873,55162656,25.50412523,45.89020306,0,0,0,4.2,4.5,18.05,17.9,0,7.9,1.8,103.9,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20874,55162738,25.71755715,46.61014637,0,0,0,5.3,5.43,21.3,21.7,0,11.3,2.5,82.8,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20875,55181826,23.72273119,38.54634044,0,0,0,7.1,7.44,13.3,18.7,4,16.3,1.7,285.1,C22,U120,EL,EL6,EL64,EL642,Woodland,Pine dominated coniferous woodland,Forestry
20876,55182130,24.31710881,41.24625176,0,0,0,7.4,7.5,6.81,15.4,0,8.6,1.3,147.3,C10,U120,EL,EL5,EL51,EL514,Woodland,Broadleaved woodland,Forestry
20877,55182166,24.39220611,41.56508306,11,50,39,6.8,6.94,15.37,31.2,11,0,1.8,61.3,C21,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated coniferous woodland,Forestry
20878,55182202,24.46836724,41.88372806,12,63,25,4.2,4.75,4.28,10.8,0,6.6,1,87.4,C10,U120,BG,BG4,BG42,BG424,Woodland,Broadleaved woodland,Forestry
20879,55182336,24.76155521,43.06817087,0,0,0,4.7,4.99,29.2,22.5,0,6.1,2.2,155.6,C10,U120,BG,BG3,BG31,BG315,Woodland,Broadleaved woodland,Forestry
20880,55182378,24.85671963,43.43889057,0,0,0,7.2,7.44,13.27,15.4,1,19.3,1.7,188.3,B11,U111,BG,BG3,BG31,BG314,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20881,55182472,25.07564643,44.26769756,0,0,0,5.5,6.15,12.65,16.1,0,13.3,1.5,244.5,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20882,55182486,25.10897482,44.3910309,0,0,0,5.2,5.59,10.86,23.7,0,12.6,2.3,298.5,E20,U111,RO,RO3,RO31,RO317,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20883,55182876,26.12026645,47.81573766,0,0,0,5,5.45,16.56,24.4,0,13,2.3,199.1,B16,U111,RO,RO2,RO21,RO215,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20884,55202170,24.42419664,41.59706208,29,9,62,5.2,5.4,49.2,55.7,0,10.6,6.1,286.1,E10,U112,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,Fallow land
20885,55202358,24.83541126,43.25884093,0,0,0,5.3,5.77,7.54,15.7,1,53.3,1.6,313.9,B13,U111,BG,BG3,BG31,BG315,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
20886,55202632,25.49345133,45.67186175,21,33,46,5.6,5.97,15.69,19.8,1,18.7,1.9,86,B21,U111,RO,RO1,RO12,RO122,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
20887,55202746,25.79008083,46.67272317,18,29,54,4.1,4.42,8.75,10.2,1,0,1.1,39.7,C21,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated coniferous woodland,Forestry
20888,55202844,26.05685965,47.53165626,0,0,0,5.2,5.61,20.2,24.1,0,6.8,2.5,137.8,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20889,55222104,24.31026165,41.00906749,0,0,0,7.5,7.78,18.53,19.1,158,104,1.9,381.8,B16,U111,EL,EL5,EL51,EL515,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20890,55222630,25.51356614,45.65055447,0,0,0,5.9,6.1,25.5,12.6,4,35.9,1.6,155.5,B11,U111,RO,RO1,RO12,RO122,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20891,55222634,25.52374148,45.68570152,0,0,0,6.4,6.62,31.6,32.2,1,38.2,3,222.9,B11,U111,RO,RO1,RO12,RO122,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20892,55222644,25.54925457,45.77355935,0,0,0,6,6.29,20.1,28.3,1,27,2.9,124.1,E30,U112,RO,RO1,RO12,RO122,Grassland,Spontaneously re-vegetated surfaces,Fallow land
20893,55222666,25.6057618,45.96679724,0,0,0,5.1,5.36,25.1,18.6,0,9.1,2.3,146.2,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20894,55222698,25.68889466,46.24774943,18,25,57,4.7,4.96,26,31.1,1,7.6,3.2,135.7,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20895,55222716,25.73615368,46.40572192,0,0,0,4.8,5.23,17.92,15.9,0,5.6,1.8,88.4,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20896,55242334,24.82943293,43.03989628,0,0,0,4.6,4.89,27.9,23.7,0,12,2.7,81,E20,U111,BG,BG3,BG31,BG315,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20897,55242510,25.24079037,44.5914437,0,0,0,4.9,5.28,12.86,12.1,0,10.5,1.3,157.7,B16,U111,RO,RO3,RO31,RO313,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20898,55242762,25.88428861,46.80539005,12,29,59,4.3,4.68,11.39,26.6,1,10.8,2.8,58.3,C10,U120,RO,RO2,RO21,RO214,Woodland,Broadleaved woodland,Forestry
20899,55242862,26.1593321,47.68146262,0,0,0,5,5.41,21.1,21.5,0,39.5,2.5,162.9,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20900,55261786,23.7391738,38.17711058,15,41,44,6.5,6.78,16.84,100.7,6,15.2,5.5,259.7,C21,U120,EL,EL3,EL30,EL305,Woodland,Spruce dominated coniferous woodland,Forestry
20901,55262206,24.57167344,41.90526404,0,0,0,5.8,6.01,5.83,13.4,0,12.1,1.4,85.6,C21,U120,BG,BG4,BG42,BG421,Woodland,Spruce dominated coniferous woodland,Forestry
20902,55262344,24.87618287,43.12461385,0,0,0,7.5,7.84,21.9,20.9,35,6.9,2.5,226.1,E20,U111,BG,BG3,BG31,BG315,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
